score,comment
4,"7년차 통돌이소음이 너무 심해
지인 추천도 있고 큰맘 먹고 바꿨어요
수건은 호텔수건처럼 부드럽게 건조되서
바로 쓸수 있어 장마철 여름엔 너무 편할것 같습니다
단 건조시간이 1시간30으로 길고
전기세 걱정이 되지만 바쁘신 맞벌이 부부에겐"
5,십일절데이에주문해서 12일날 배송설치받았어요~~옆에 보일러있어서 간신히 설치공간 나왔고 보일러 고장이나 교체시에 세탁기 이동해야해서 뜯고 다시 설치하면 20만원 나올수있다는것 감안해서 설치했어요~~기사님도 두분오셨는데 아주 친절하시고 설치고 수평맞춰서 잘해주셨어요~~말로만 듣던 건조기 신세계라던데 정말 그러네요~~용량도 크고 빨래도 깨끗하게 잘되고 시간도 훨씬 단축되고 먼지도 떼주고 너무좋아요~~
5,"구축 아파트라 공간 확보를 위해 도시가스 계량기 철거하고, 세탁 수전도 슬림한 제품으로 교체한 후 워시타워를 들여놓았습니다.세탁, 건조 돌리고 나니 뽀송한 수건 정말 좋네요. 진작 들여놓고 편하게 빨래할 걸 하는 생각이 듭니다!좁은 공간에 설치도 잘해주셔서 매우 만족합니다~^^"
5,워시타워를 고민하던 차에 좋은 가격에 구매할 수 있게 되어 기쁩니다. 세탁기 건조기 일체형이라 매우 편리하고 디자인도 마음에 들어요. 기존에 세탁기에 있던 자리에 딱 맞게 들어가네요. 세탁건조 키로수도 넉넉해서 오래오래 잘 쓸 수 있을거 같습니다. 배송도 제가 예상했던거 보가 빨리 와서 좋았습니다.
5,배송도 원하는날 딱맞춰오고 매우 만족합니다.건조기 안쓰다가 써보는데 왜 진작 안샀나 싶네요. 세탁기도 통돌이만 쓰다가 쓰는데 물도 훨씬적게쓰는거 같고 24키로로 넉넉해서 든든 하네요^^이제 비오거나 장마철이거나 신경안쓰고 ㅋ 빨래할수 있어서 든든합니다^^제품은 정말 너무 이쁘고 소음도 작고 매우 맘에드네요
5,워시타워 사보는데 세탁기와 건조기를 따로 포장 되어서 와서 결합하는거더군요. 정해진 날짜에 사전답사도 와주시고 설치배송도 오고 좋았습니다. 워시타워 사용해 보니 만족합니다. 건조기 처음 써보는데 뽀송뽀송하게 수건 잘 마르네요. 용량도 커서 빨래 많이 할 수 있습니다. 와이파이 연결되서 핸드폰으로 종료 알림도 오고 편하게 사용할 수 있습니다. 잘 사용하겠습니다.
5,협소한 공간이었는데도 기사님들이 최선을 다해 설치해주셨어요 더운날씨 고생해주셔서 넘 감사했습니다. 또 원하는 시간에 방문해주시고 사전설치답사도 잘해주시고 제품도 넘 커서 두꺼운 이불 빨래도 여유공간 있을정도네요 건조기도 이붍털기기능도 있고 넘넘 마음에 듭니다 암튼 강추입니다!!!
5,"주문하고 일주일 안으로 배송 받았어요LG기사님들 두분이 오셔서 잘 옮겨주셨고,설치도 잘해주셨습니다세탁실바닥이 높이 단차가 있었는데그 단차또한 잘 맞춰서흔들림없이 아주 잘 설치해주셨습니다마지막에 사용방법이나 주의사항 등 외 여러가지알려주셨어요너무 잘 산것같아요저녁 시간에 세탁기를 돌리는 일이 많은데진동이나 소음이 적어서이웃에 피해줄일도 없을 것 같아요만족합니다~~♡"
5,사전답사도 오셔서 꼼꼼히 봐주시고좁은 공간에 설치도 설명도 너무나 잘해주셨어요.세탁기 고장나서 빨래방 다니다가5년도 안쓴 세탁기 버리고 워시타워 구매했는데 생각보다 커서 놀랐지만 조용하고 넘 좋네요. 잘 선택한거 같아 만족스럽습니다.
5,"빅스마일데이 덕분에 젤 큰 용량으로 구매해보았습니다.용량이 커서 세탁실 꽉찰줄 알았는데 기존에 삼성꺼 16,9 세탁기 건조기 썼는데 왠걸 그것보다 슬림해보입니다. 설치하고 이불빨래 하는데 넉넉하고 넘 좋네요. 소음도 훨씬 작아요. 잘 관리해서 오래 잔고장없이 잘쓰면 좋겠어요~^^"
5,오래된 드럼세탁기 고장으로 고민끝에 사게되었어요정말 건조기는 신세계입니다!!어쩜 이리 뽀송해지는지요~그동안 까칠까칠하던 수건이정말 새수건으로 탈바꿈되었어요이렇게 된다는게 매직수준입니다~설치기사님도 더운 날씨에 고생많으셨어요 작동방법 자세한 설명도 감사했어요부디 고장없이 오래~~잘 쓰면 좋겠어요
5,"최고 용량(24kg, 17kg)에 흰색이 비선호 제품인지... 할인율 최고네요. 너무 좋은 가격에 타워모델에 스팀기능까지. 맘에 드네요. 배송설치도 평일기준 3일. 너무 빨랐어요.집구조 때문에 세탁기단 위치에 설치 못하고 베란다 중간에 설치했지만... 나름 베란다가 넓은 편이라 공간활용 되면서 괜찮아요.좋은 가격에 최신 기능... 좋네요."
5,세탁 후 건조기로 ？I게는 몇십분 후 옷을 바로 입을 수 있어서 너무 편리하네요 간혹 건조 후 옷이 줄어드는 경우가 있는데 크게 신경쓸 정도는 아니에요 줄어드는 옷감은 시간을 짧게하고 건조대에 조금 널어 두면 옷감 상하지 않고 줄어들지 않더라구요 사용하다보면 노하우는 생기네요정말 너무 편리합니다
5,"오~~ 주문하고 바로 다음날 배송 받았어요.통돌이 쓰다 이사하면서 가전교체 했어요.큰용량인데 할인 많이 받아서 진짜 최저가에 산듯해요.기사님들도 오셔서 친절하게 잘 설치해주셨고 설명도 잘 해주셨어요.s사 꺼랑 고민하다 장점이 더 많은 LG로 했는데 세탁기능, 건조기능 만점이네요.다만 세제양 조절을 자동으로 해주는 기능이 없어 아쉽네요.작동도 쉽고 만족합니다~^^으뜸효율 가전환급 때문에 거래명세표 요청했는데 이것 또한 빠르게 서류 주셔서 신청까지 완료했네요."
5,설치하고 싶은 날짜를 지정해놨는데 당일 이른시간에 전화하셔서 설치전 기사님이 사전확인했냐고 안했으면 그것부터 진행되어야 할것 같다고 하셔서 그날은 설치공간이랑 전기부분만 확인하고 가시고 다시 일정 잡아 설치 했습니다. 시간도 미리 전화해서 맞춰주시고 설치하시는것도 원하는대로 최대한 맞춰서 정말 친절하게 설치 잘해주셨어요. 용량이 커서 안이 깊어요. 겉은 이쁘고 깔끔하고 생각보다 조용하고 소요시간도 짧고 건조기도 정말 좋아요~ 만족하면서 잘 사용하고 있습니다.
5,"아주 좋네요
중앙에서 세탁기, 건조기 함께 콘트롤되니
너무좋아요
스마일클럽 가입하고 더 저렴하게 샀어요
다가올 장마에 빨래 걱정덜었네요.
사다리차 요청하고
기존의 고장난 세탁기 수거요청했습니다.
LG설치 기사님이 친절히 설치 잘해주시네요.
대명유통 추천합니다."
5,"10년 쓰던 세탁기 이사하면서 세탁조청소의뢰했다가 고장진단받고 새로장만하게된 워시타워!오브제랑 고민하다 그냥 화이트로 결정 사실 가격차이때문에ㅜㅜ 그돈으로 청소기까지 같이 바꾸고 만족합니다.
화이트 깔끔하니이뻐요 세탁실이 환해졌어요^^^"
5,"주문하고 바로 배송받아서 사용하고있습니다. 배송 및 주문처리과정이 너무 빨라서 깜짝 놀랐습니다. 제품 설치관련해서 사전점검때 다소 난관이 있기는 했으나 무사히 설치 잘됐고 설치해 놓으니 깔끔하고 좋네요. 예상외로 세탁 건조 시간이 오래걸리지 않고, 건조기능도 대만족입니다. 심플하면서도 세세하게 설정할수 있는 제품이라 만족도 높고 빨래에 대한 부담이 전혀 없어서 강추합니다."
5,"우선 쿠폰으로 저렴하게 구매해서 좋았어요!!배송도 생각보다 빠르게 왔고 오시기 전에사전 전화 예약도 주시고 폐가전도 미리 물어봐주셔서 수거까지 깔끔하게 해 주셨어요!!신형이라 그런지 부피는 작아졌는데용량은 최대여서 더없이 좋아요!! 오자마자 세탁 돌리는 중 입니다^^배송, 가격, 디자인, 제품 전부 만족해요!!믿고 사는 LG!! 요근래 소비 중 제일 현명했네요^^"
5,이사하면서 정말 큰 맘먹고 워시타워를 구매ㆍ설치 완료했어요. 날씨도 추워지는데 빨래걱정이 쏵 줄어드네요.기사님 두분이 오셔서 어찌나 깔끙하고 반듯하게 설치를 해주시던지 정말 감사했습니다.화이트 너무 깔끔하니 예뻐요.
5,"개인적이 취향으로 세탁기와 건조기를 따로 구입하려 했는데, 일체형을 사니 기능조작부가 가운데 있고 건조기가 연동되어 편리해요.
사실 건조대에 정갈하게 빨래 너는 걸 좋아해서 내 사전엔 건조기는 없다.라고 했었는데,
역시 있으니 넘 좋아요. ㅎㅎ
일단 줄어도 상관없는 수건만 건조해봤는데
뽀송뽀송하니 정말 좋네요.
직장 동료가 앞으로 모든 빨랫감이 건조기에 들어갈거라고 하더군요.ㅎㅎ
참, 세탁기/.
다운로드 코스에 정말 많은 기능이 있어 꼭 사용할 예정입니다. ^^
설치도 친절하고 깔끔하게 해 주셔서 감사합니다~^^"
5,사전답사 기사님은 메뉴얼대로만 말씀하시니기존 세탁기 위치(배수관 옆쪽) 설치 불가하다고만 하셔서 기분이 좋지는 않았습니다ㅠ같은 아파트 분들은 다 설치를 이미 했고 잘 사용하고 계시기에..혹시나 하는 마음에 다음날 배송을 받기로 했어요. 설치기사님들은 배수관 앞쪽으로 빼면 충분히 설치 된다고 하셨고요~ 비록 다용도실은 좀 좁아지긴 했어도 친절하시고 너무너무 잘 설치해주셨어요잘 사용하겠습니다~
5,편한 세탁이 가능해요. 소리도 조용하고 완젼 잘 산것 같아요.오자마자 3일치 모아놓은 빨래 흰색 검은색 나눠서 돌리고 신랑 이불 빨래 돌리는 중이예요. 건조기까지 쓰니 정말 제 삶에 행복을 주네요.ㅠㅠ 거기다 1등급이라니....
5,"오브제 컬렉션과 고민하다가 구입하게된 제품~표면관리도 더 나을것 같고, 화이트라 무난하고, 싸이즈는 같은데 건조기도 1kg 더 많아서 선택했는데, 저렴하게 잘 구입했네요~세탁 건조도 잘되고 조용해서 좋아요^^단점은 아직 발견 못했어요~"
3,"배송지정일 변경했는데 이상한 날짜로
잡혀있어서 다른날 받게 되었습니다
공사가 일찍 끝나서 다행이지
안그랬으면 세탁기를 제대로 설치도 못할뻔 했네요
사전답사때 멀티탭 필요하다는 얘기도 안하셧는데
당일 필요하다고 말씀하셔서 중간에 멀티탭사러
갔다왔네요."
5,"11일 토요일에 주문하고 14일 화요일에 설치 받았으니 2일만에 설치 받은거네요. 세탁중인데 소음도 크지 않고, 용량도 커서 아주 두꺼운 솜이불만 아님 다 세탁 가능하다고 하시네요. 설치기사님들 두분 다 너무 친절하셔서 설치 받는내내 더 기분이 좋았어요. 흰색이 라 깔끔하고 예뻐요."
5,"이사를 하면서 주문해서 이사하고 나서 잘 설치 받았습니다.
전날 카카오톡으로 설치 시간 등의 알람이 왔고, 당일 아침에도 카카오톡 알림과 해피콜을 받았습니다.

매우 친절하게 해응해주셨고, 설치도 적절한 위치에 잘 해주셔서 굉장히 만족했습니다.

무엇보다 디자인이 정말로 집이랑 잘 어울려서 좋았고 좋은 제품을 저렴하게 살 수 있어서 좋았습니다!"
5,"너무 만족합니다!!세탁용량도 크고 건조기도 크니~ 이불 빨래도 걱정없네요~
역시 가전은 lg입니다! 통돌이만쓰다 드럼으로 넘어온건데 세탁 잘되고 건조도 아주 바싹~ 말라서 좋아요~ 오브제랑 고민하다 가성비를 선택했는데 진짜 맘에들어요 ~추천합니다^^!"
5,"건조기 구매에 대한 고민이 많았어요.S사와 고민하다가 엘지 워시타워로 구매했는데 넘 만족스럽습니다.외관 깔끔하고, 워시타워라서 건조기 안에 든 빨래감 꺼내는데도 힘들지 않구요.세탁기, 건조기 모두 1등급이고 성능 좋네요!특히나 건조기는 없다가 써보니까... 이건 뭐~ 빨래 혁명입니다 ㅋㅋㅋ 안 널어도 되고 (빨래양에 따라 다르지만) 1시간 내외면 바짝 마르니^^ 너무 좋아요~~~가격도 착하고, 엘지 배송 서비스도 좋고.모든 면에서 만족스럽습니다!!"
5,수전과 세탁실단을 바꾸지않았으면 설치불가했을꺼예요다행히단공사도하고 해서 세탁기바꿨네요비오는날 설치받았는데 고생많이 하셨어요화이트라넓어보이고 좋습니다가운데 컨트롤하는게 있어서 넘편해요 만족하며씁니다
5,결제하자마자 바로 설치~~~제가 사정이 생겨 하루 미뤘네요.베란다가 좁아 걱정했는데 딱 들어갔어요.좁은 공간에 물건 넣고 수평 맞추느라 기사님이 고생 많으셨네요. 옛날 드럼이라 많이 시끄러웠는데무척 조용하네요 이건굿굿입니다.
5,주문하고 오래 걸릴줄 알았는데 바로 받았어요. 집에서 쓰던 건조기가 1세대라 9킬로짜리 쓰다가 17킬로 쓰니 대박 편하고 좋네요 이불빨래도 속시원하고요. 크기가 안들어갈까봐 조마조마했는데 딱 들어맞네요. 예전에는 건조기 키트를 사용해서 세탁기 건조기 2층으로 구성해서 썼는데 워시타워로 붙으니까 건조기에서 꺼낼때 힘들지도 않고 좋네요
5,따로 살까 워시타워로 살까 고민 많이하다가 주문했는데..세상에 이쁜것뿐만 아니라 워시타워 건조기가 진짜 너무 좋네요 세탁시간도 확줄고 건조기 사용시 옷감 상하고 줄어드는 현상이 거의 없어서 쓰면 쓸수록 넘좋다규 감탄 중이에요!!정말 lg제품 늘 좋은거 알았지만 이번에 진짜 한번 더 감탄했어요!!!워시타워 정말 좋네요!!
5,"설치한지는 2달 좀 넘었어요. 삼성으로 사려다가 주변에서 엘지가 좋다하여 구입했는데 굿 쵸이스였어요. 몇군데 백화점이나 베스트샵 매장 다녀보고 오브제로 잠깐 끌렸다가 칼라 들어갔다고 꽤 비싸고 세탁실에 둘 건조기세트라서 가격, 품질따져서 참 잘샀다 싶습니다. 대/만/족~!!!!!!!!가전은 진짜 엘지인듯."
5,"건조기는 신세계입니다.. 통돌이 쓰다가 드럼 거품에 적응을 못해서 한동안 고생했는데, 드디어 적정 세제량을 찾았어요. 그동안 제가 세제를 때려붓고있었다는 걸 알았습니다. 그후로는 트윈워시 만족감이 아주 높아요. 공간이 협소한데 사전답사 받고 조언에 따라 공간확보 한 후에 설치했습니다. 기사님들 넘 친절하셨어요. 한달 지났는데도 잊지않고 사은품으로 세제 주셔서 감사한 마음으로 리뷰 남깁니다^^"
5,"너무 마음에 듭니다.



넥스트레벨 된것 같아요



기사님들도 설치 잘해주셨구요.



설치 안될가 우려햇는데 딱 되네요



신발건조대가 있는줄 알았는데, 없는모델이네요. 따로 구입은 가능하다고 하니간 혹 궁금하신분 참조



잘 구매한것 같아요"
5,주문하고 일주일도 안되서 설치까지 마무리했어요ㅎ세탁실 입구가 좁아서 사전방문서비스 신청했는데 다행이 창문으로는 가능하다셔서 이틀뒤 바로 설치했어요~ 12년 묵은 세탁기 보내고 드뎌 신세계를 맛봐요^^설치도 아주 만족스럽고 세탁기건조기도 넘 좋아요~
5,원하는 배송일자에 깔끔하게 설치도해주시고 만족스럽습니다세탁 건조 소리도 많이 조용해져서 만족스럽고기존에 썼었던 분리되어있던 2단 건조기 높이보다 낮아져서 사용하기가 휠씬 좋아졌네요아직 돌려보지는 않았지만앞으로 이불세탁건조가 가장 기대되네요 ^^
5,"이전에 사용하던 드럼이 눈물을 흘리고 춤을추고...보내달라고 계속 칭얼거려서 보내드리고 LG워시타워로 집사람 임신 기념 선물로 사줬는데 너무 만족하네요.기존에 있던 세탁기보다 빨래면 빨래, 건조면 건조 더 잘된다고 만족감이 매우 높습니다.역시 가전은 LG네요^^"
5,워시타워 들이고 나서 빨래가 즐거워요. 울코스로 건조하니 건조 안되는 옷이 거의 없는 것 같아요. 1시간 30분이면 많은 빨래도 건조되고 건조기 없을때 빨래 너는 시간에 빨래를 개니까 집안일 시간도 줄어들고 너무 좋아요. 디자인도 깔끔하고 완전 만족합니다. 기사님도 친절하셨어요.
5,건조기를 사고싶지만 통돌이 때문에 못사고 있었는데 작년 워시타워 출시부터 일체형으로 조작부가 가운데 있는것도 마음에 들어서 고민하다가 이번에 통돌이를 보내주고 장만했어요! 역시 lg기사님들답게 페가전수거부터 설치까지 잘 해주고 가셨어요
5,원래는 다른사이트에서 오브제 신청했는데 배송이 4월 말이라고 해서 가장 빠른 배송물품으로 주문했어요.주문 다음날 아침에 콜로 시간 알려주시고 시간 맞추어 방문해 주셨어요. 다용도실 선반도 분해해 주시고 정말 친절하게 고생 많이 하셨어요. 스탠드김냉땜시 좁은 공간에서 설치로 죄송스러웠네요아주 말끔하게 설치해주시고 이제품은 유광이라 관리가 편하다네요. 지금 이불 돌아가는데 건조기 엄청 기대됩니다.감사합니다. 공간이 좁아서 사진찍기 힘들었는데 설치가 참 힘들었을 듯...
5,부모님효도선물로샀는데 대만족입니다설치해주시는분들이 애프터까지 확실하시고 무엇보다 친절하세요 삼성과 엘지중고민많이 했는데 콘덴서자동세척부터 국내생산까지 너무마음에 쏙듭니다 앞으로 엘지가전만 이용하겠습니다짱짱
5,"시간 맞춰서 설치가 되었네요. 기사분들도 친절하고, 사용설명과 주의사항등 설명해주시면서 좋은제품 받게 된거 같아요. 색깔도 예쁘고 기능도 다양해서 한 동안 기능 공부에 빠져 있을듯 합니다. 시범적으로 이것저것 사용해봤는데 만족합니다. 역시 편리하고 좋은 제품이네요."
5,워시타워는 세탁과 건조기 따로 분리되어 직렬 설치가 아니어서 훨씬 높이도 낮고 사용하기에 수월합니다. 소음도 생각보다 적구요~ 무엇보다 예전 건조기에 비해건조되는 시간도 절약되어서 정말 좋아요. 넉넉한 세탁 용량과 빠른 건조가 이 워시타워의 장점인것 같아요~ 아직 단점은 발견하지 못했어요 ㅎㅎ
5,빠른 배송에 친절한 설치기사님 저렴한 가격 너무너무 만족합니다.세탁기가 고장나서 내일설치가 맘에 들어 구입했는데~(다른사이트는 1~2주소요)일체형으로 키가 작은 저에게는 딱 맞는 세탁기입니다. 작동이 편하고 다양한 기능에 무엇보다 이불털기 너무너무 맘에 듭니다.생각보다 소음도 적고 문닫으면 별로 소리나지 않습니다. 저는 카드할인에 쇼핑딜에 엄청 싸게 샀습니다.
5,"쓰던 오래된 통돌이 보내고, 워시타워로 갈아 탔는데 아주 좋아요, 건조기는 신세계네요. 설치도 바로 쓸 수 있게 세팅하고 가셔서, 퇴근하고 들어 와서 바로 세제 풀었습니다. 기사님들 고생하셨습니다. 성가신 이불빨래 이젠 걱정 없겠습니다. 득템했네요. 잘 쓰겠습니다. 생활가전은 엘지..."
5,집에햇빛이 잘들어오지않아 빨래가 잘 안말라요 장마철도 다가오고해서 장만했어요 세탁실이 좁아 설치될까 고민했는데 가로71cm밖에 나오지않았어요 근데 기사님들이 잘설치 해주시고 갔네요 아직써보지 않았지만 좋을꺼 같아요
5,벼르고 벼르다 이번에 구매하게 되었는데 역시 건조기가 신세계네요!!세탁실이 좁아서 설치도 꽤 어려웠는데 기사님들이 알아서 척척 잘 처리해주셨습니다~세탁기는 아직 전용세제가 없어서 사용은 못해봤으나 역시 만족스러울거라 기대합니다!!
5,"안녕하세요 ~세탁기와 건조기를 실내에 설치 해야해서고민이 많았는데,이걸로 선택하길 잘 한거 같아요화이트 색상이라 좁아 보이지도 않고 냉장고는 실버라서 안 어울리면 어쩌나 했는데화이트라 다 잘 어울려요실내라서 소음 걱정도 많았는데생각보다 괜찮더라고요 ~!"
5,"세탁실이 좀 좁아서 걱정했는데 친절히 사전점검에 위치 선정까지무엇보다 워시타워가 세탁,건조기 일체형보다 높이가 작아 너무 만족합니다 너무 위에까지 있음 답답할뻔 했어요그것만으로도 좋았는데 대용량에 이쁜 디자인세탁실 자체가 밝아졌어요 계속계속 보게되네요^^무엇보다 판매자님께도 감사드려요 많은 질문에도 빠른응대와 친절한 서비스로 배송날짜도 변경했는데다음날 바로 배송받을수있게 해주시고무엇보다 최저가!!하이마트,삼성,lg프라자 다 보고 비교해서 고른거라 젤 만족합니다!!"
5,"3년 전 세탁기 21kg 건조기 14kg 최신형으로 300 넘게 주고 샀는데 이번에 이사하면서 친정 드리고 급 주문한 워시타워입니다. 가격 괜찮고 바로 다음 날 설치가 가능해서 구입했는데 오셔서 세탁기, 건조기 뚝딱 연결하시더니 설치해주고 가셨어요. ㅎㅎ완전 추천합니다~~ ^^"
5,평소 건조기에 대해 부정적이었는데 요즘은 이런 걸 선호한다기에 선택 했는데 건조시켜 보니 완전 신세계네요. 세탁기 근처도 안오던 우리신랑이 나보다 더 자주 돌려요. 이불 빨래도 더이상 세탁소 안 맡겨도 되고 너무 좋아요. 좁은 베란다에 설치하느라 고생하신 배송기사님 쓰던 세탁기도 수거 해 가시고 친절한 설명과 뒷정리도 깔끔하게 해주시고 정말 감사 했습니다.
5,"와사장님 이렇게하면 남는게있나요 ?
기존에 세탁기 와 건조기 사용하다가 이사간집에 두개동시설치가 안되어 새로 구매하였는데 너무맘에듭니다.
좋은가격에 사고 설치도잘되고요.
잊고있다가 오늘 갑자기 세제택배가왔는데 아무리찿아도 구매안했는데 있길래 찾다보니
사장님이 보내주셨네요???
너무감사합니다
잘쓸게요 사장님 대박나세요."
5,배송은 원하는 날짜에 해주시고 두분이 오셔서 설치해주셨네요. 통돌이에서 드럼으로 바꾼거라 궁금한거 많았는데 다 대답 잘해주셨네요. 세탁은 물론 잘되고 건조기에 수건을 말렸는데 진짜 좋네요. 먼지가 엄청나왔어요. 이래서 건조기가 좋은건가봐요. 오래 잘쓰면 좋겧어요
5,설치전 사전조사를 오시는걸로 알고 있었는데 바로 배송해주신다 해서 그런가보다했는데 당일날 7층까지 가지고 오셨다가 자리가 협소해서 안된다고 하셨을때 일부러 휴무까지 잡은 저로썬 기분이 무지 안좋았습니다ㅠㅠ 추가적으로 넓힘 공사를 하고 5일후에 드디어 설치 받고 나니 기다린 보람이 느껴집니다
5,드디어 기다리던 워시타워님이 집에 입주하셧습니다 ㅠㅠ 한달하고 일주일 기다렸ㅇㅓ요...샷시때문에 애많이 먹었는데 설치되는 모습보니 든든합니다♡단점아닌 단점을 꼽자면 세탁기 문여는 방향이 입구쪽이라서 좀 불편하다는거? 양쪽설치가 되면 더욱 좋은제품이겠지만 다른 워시타워보다 저렴하게 구입하였으니 만족합니다^^건조기도 너무 잘되구요^^애껴쓸께요^^
5,제가 요청드린날 오전에 LG기사님이 전화 오셔서바로 설치해 주셨어요.기존에 LG에어컨 실외기 하고 워시타워 설치는 찰떡궁합이네요.사실 설치가 되려나 긴가민가 했거든요.정말 이 베란다 공간에 워시타워 말고는 다른 대안은 없는것 같아요.
5,사전답사 받고 진행했고요세탁실 턱이 있어서 앞에 설치했지만워시타워가 답답해보이지 않고요꼼꼼하게 호스정리까지 잘해주셨어요설명도 친절하게 해주셨고요다음날 사용해보니 소음도 거의못느꼈고타올먼지보고 사길잘했다 생각했어요
5,통돌이만 쓰다가 이사하면서 큰맘먹고 구입했어요 배송도 미리 말씀드렸더니 이사날짜 맞춰서 보내주셨어요 당일엔 설치 기사님들 세분이 오셔서 뚝딱 설치 해주시고 사용법도 자세히 알려주시고 가셨어요~왜 이제샀나 싶을 정도로 워시타워 사용해 보니 너무 편하네요삶의 질이 향상됐습니다 ㅎㅎ 세탁끝나는 시간에 맞춰 건조기 바로 사용할 수 있도록 세팅 할 수 있고 건조도 너무 보송보송 잘돼요~~요즘 자꾸 빨래 하고 싶게 만드네요 ㅎㅎ 배송도 상품도 너무너무 만족해요~~역시 가전은 LG네요 ㅎㅎ
5,"지정일자에 배송해주셨구요. 설치,제품 만족합니다. 삼성꺼랑 고민했는데 드럼세탁기는 엘지트롬이죠..ㅎ 건조기 첨 써보는데 아주 좋아요. 줄어드는거 없고요..한 3일 쓰고보니 먼지가 많이 쌓여있네요. 필터청소자주해주세요. 엘지씽크앱인가 그걸로 해보려는데 아직도 못해보고 있어요. 세상 참 좋아졌어요ㅋㅋ"
5,"배송지연이라고해서 걱정했는데 일주일정도만에 배송온다고 연락왔어요. 이틀 미뤄서 이삿날에 받기로 했고 배송기사님께서 미리 연락주시고 원하는 시간도 딱 맞춰주셔서 잘 받았어요!
디자인도 마음에 들고 세탁실에 사이즈도 딱이에요. 아직 5일정도밖에 안써봤지만 세탁기 건조기 불편한 것 없이 잘 쓰고 있고 건조기쪽에 먼지 쌓이면 제거하기도 편리하고 넘 좋아요!"
5,"베란다가 좋은데도 설치기사님들 와주셔서 너무 친절하게 설치해주셨어요~
일자형으로 설치하니 너무 깔끔하고 사용하기 편하네요~
세탁기랑 건조기랑 세트라서 베란다 인테리어 다른 것 없이 이것만으로도 인테리어 효과 있어요~
소량 세탁 금방되고~ 대량 세탁도 세탁 깨끗하게 됩니다.
세탁 끝나고 건조기로 바로 직행하기 너무 편합니다."
5,"이사 일정에 맞추어 정확하게 설치 완료해주셨습니다. 옛날 아파트에 다용도실에 좁아 설치가 걱정이었는데 세심한 부분까지 확인하셔서 설치해주셨어요. 그리고 사용 방법까지 아주 꼼꼼하게 설치해주시고, 설치 후 나오는 박스나 스티로폼도 수거해 가주셨습니다. 세탁기나 건조기 모두모두 너무 만족합니다."
5,일부러 24 17 찾아서 구매했는데 정말 넉넉하네요ㅎ 베란다에 세탁기 올리는 단차부분 사이즈가 약간 부족한듯해서 설치기사님이 두번오셨는데 아주 잘 해주셨고 친절했습니다! 겨울되니.동파관련 문자도 오네요. 다만 시간예약방법을 몰라서...사용못하고 있는데 예약기능이 있는데 제가 못찾는거겠죠 ㅎㅎ
5,"배송은 3일 빨리 왔구요. 설치도 잘해주시고.테스트하는데 빠르고 소음도 덜하네요테스트 해보니 수건이 이렇게 뽀송할줄이야. 너무 너무 좋아요동시에 세탁,건조도 되니간 훨씬 편해서 좋아요공간도 덜 차지하고 대만족입니다^^"
5,몇 달을 앉기만 하면 삼성그랑데.lg 트럼워시.건조기세트만 검색했다.매장도 이마트.엘지.하이마트 방문도 하고...그 만큼 신중에 신중을 아니 견주고 또 견주고?? 해서?? 나의선택은11번가 대명유통!~금요일 낮 주문했는데? 월요일? 배송이? 딱!~ 주말 안꼈으면 하루만에 받은격!..기사님? 두 분 엄청고생하셨습니다!
5,처음으로 세탁 간조기 쓰게 되었습니다.집도 좁은데 기사님들 설치도 잘 해주시고사용법도 설명 해주셔습니다.이번이 에어컨에이어서 두번째인데 제품설치 잘 해주셔서 고생 많으셨네요.앞으로도 대명 유통에서 거래하고 싶네요.번창 하세요그런데 건조선반 때문에 무의 드렸는데 좀불친절 한게 기분이 좋지는 않네여
4,삼성 제품보다 높이 깊이가 다 작아서 여성들이 사용하기에 딱 좋습니다. 삼성 제품은 실제로 사용해보시면 알겠지만 키가 좀 커야하고 팔이 길어야 수월합니다.세탁하구 건조기가 거의 일체형이라 컨트롤도 쉽고 성능도 좋습니다.초기 불량만 안걸리면 추천합니다.
5,"세탁이 잘 되는건 말할 것 도 없고,건조기가 붙어있어서 너무 편합니다.특히 세탁시에 건조세팅 해두는게 제일 편해요세탁 옵션 생각하면서 적용하는게 귀찮았는데 세탁한거에 대한 건조설정 미리 세팅 해두고, 세탁후 바로 건조기 넣고 시작 누르면 되서 바쁜 직장인에게 최고의 세탁기+건조기 인 것 같습니다."
5,"LG워시타워 신세계네요드럼세탁기, 건조기 모두 1등급으로가족5인 등 조건충족 시 10%환급도되네요.디자인 좋고 기계 높이도 낮아져서 좋아요.카드할인 받아 더 저렴하게 샀어요.대명유통 주문 3일만에 설치문자 왔고궁금한 점이 있어 대명 고객센터 문의시 응답도 빠르네요"
5,먼저 딱 지정일에 배송 되었고 워시타워 설치 가능한지 사전 답사도 해주셨어요. 판매처 응대도 바로바로 되었구요 감사합니다 일단 오브제 워시타워랑 여러번 고민 끝에 이 제품을 선택 하였는데 오브제 색깔이 너무 이쁘지만 이 제품이 2021년형이구 용량도 큰데다 트루스팀 기능 장착으로 마지막에 이 제품을 선택하게 되었습니다. 일단 통살균으로 시범 적으로 해 보았고 빨래도 잘될거라 생각 됩니다. 친절한 기사님들이 잘 설치 해 주셨고 좋은 제품 아껴서 잘 써야겠어요 감사합니다 !
